			Temp	Pulses	ElapsedIn	ElapsedOut	LpH		In	Out	Total	
Pulses	218		0	1336	721	1115	5,46		26,28	16,99	9,29	
ElapsedIn	877		0	1336	721	1110	5,58		26,28	17,07	9,21	
ElapsedOut	1482		0	1337	685	1110	5,72		27,66	17,07	10,59	
LpH	4,76		0	1338	742	1110	5,72		25,54	17,07	8,47	
Temp	0		0	1338	742	1112	5,69		25,54	17,04	8,50	
Pulses	219		0	1339	712	1112	5,81		26,61	17,04	9,57	
ElapsedIn	1001		0	1339	712	1114	5,95		26,61	17,01	9,60	
ElapsedOut	1482		0	1340	758	1114	5,9		25,00	17,01	7,99	
LpH	4,54		0	1341	754	1114	5,84		25,13	17,01	8,12	
Temp	0		0	1341	754	1108	5,74		25,13	17,10	8,03	
Pulses	219		0	1342	696	1108	5,82		27,22	17,10	10,12	
ElapsedIn	1001		0	1342	696	1113	5,92		27,22	17,02	10,20	
ElapsedOut	1482		0	1343	721	1113	5,79		26,28	17,02	9,26	
LpH	4,54		0	1344	719	1113	5,88		26,35	17,02	9,33	
Temp	0		0	1344	719	1108	5,95		26,35	17,10	9,25	
Pulses	220		0	1345	729	1108	5,88		25,99	17,10	8,89	
ElapsedIn	1071		0	1345	729	1124	5,84		25,99	16,86	9,13	
ElapsedOut	1482		0	1346	745	1124	5,9		25,43	16,86	8,58	
LpH	4,18		0	1347	715	1124	6,05		26,50	16,86	9,64	
Temp	0		0	1347	715	1109	6,19		26,50	17,09	9,41	
Pulses	220		0	1348	728	1109	6,08		26,03	17,09	8,94	
ElapsedIn	1071		0	1349	701	1109	6,05		27,03	17,09	9,94	
ElapsedOut	1490		0	1349	701	1124	6,14		27,03	16,86	10,17	
LpH	3,82		0	1350	761	1124	6,02		24,90	16,86	8,04	
Temp	0		0	1350	761	1103	5,86		24,90	17,18	7,72	
Pulses	220		0	1351	738	1103	5,82		25,67	17,18	8,50	
ElapsedIn	1071		0	1352	698	1103	5,9		27,15	17,18	9,97	
ElapsedOut	1490		0	1352	698	1120	6,06		27,15	16,92	10,23	
LpH	3,82		0	1353	676	1120	6,21		28,03	16,92	11,11	
Temp	0		0	1353	676	1111	6,37		28,03	17,05	10,97	
Pulses	221		0	1354	643	1111	6,71		29,47	17,05	12,41	
ElapsedIn	1435		0	1355	789	1111	6,42		24,01	17,05	6,96	
ElapsedOut	1490		0	1355	789	1113	6,09		24,01	17,02	6,99	
LpH	3,27		0	1356	722	1113	6,21		26,24	17,02	9,22	
Temp	0		0	1356	722	1114	6,36		26,24	17,01	9,23	
Pulses	221		0	1357	702	1114	6,52		26,99	17,01	9,98	
ElapsedIn	1435		0	1358	687	1114	6,58		27,58	17,01	10,57	
ElapsedOut	1472		0	1358	687	1108	6,6		27,58	17,10	10,48	
LpH	2,71		0	1359	682	1108	6,55		27,78	17,10	10,68	
Temp	0		0	1360	676	1108	6,55		28,03	17,10	10,93	
Pulses	222		0	1360	676	1115	6,41		28,03	16,99	11,04	
ElapsedIn	1053		0	1361	741	1115	6,58		25,57	16,99	8,58	
ElapsedOut	1472		0	1361	741	1105	6,72		25,57	17,15	8,42	
LpH	2,7		0	1362	693	1105	6,81		27,34	17,15	10,19	
Temp	0		0	1363	745	1105	6,71		25,43	17,15	8,29	
Pulses	222		0	1363	745	1116	6,56		25,43	16,98	8,45	
ElapsedIn	1053		0	1364	758	1116	6,31		25,00	16,98	8,02	
ElapsedOut	1473		0	1364	758	1105	6,04		25,00	17,15	7,85	
LpH	2,66		0	1365	741	1105	5,82		25,57	17,15	8,42	
Temp	0		0	1366	681	1105	5,79		27,82	17,15	10,68	
Pulses	223		0	1366	681	1117	5,77		27,82	16,96	10,86	
ElapsedIn	834		0	1367	677	1117	6,02		27,99	16,96	11,02	
ElapsedOut	1473		0	1367	677	1110	6,27		27,99	17,07	10,92	
LpH	3,07		0	1368	678	1110	6,34		27,95	17,07	10,88	
Temp	0		0	1369	688	1110	6,56		27,54	17,07	10,47	
Pulses	224		0	1369	688	1106	6,75		27,54	17,13	10,41	
ElapsedIn	654		0	1370	744	1106	6,78		25,47	17,13	8,34	
ElapsedOut	1473		0	1370	744	1117	6,85		25,47	16,96	8,50	
LpH	3,79		0	1371	672	1117	7,13		28,20	16,96	11,23	
Temp	0		0	1372	766	1117	6,85		24,74	16,96	7,77	
Pulses	224		0	1372	766	1105	6,52		24,74	17,15	7,59	
ElapsedIn	654		0	1373	680	1105	6,48		27,86	17,15	10,72	
ElapsedOut	1484		0	1374	681	1105	6,46		27,82	17,15	10,68	
LpH	4,52		0	1374	681	1121	6,46		27,82	16,90	10,92	
Temp	0		0	1375	699	1121	6,44		27,11	16,90	10,20	
Pulses	225		0	1375	699	1106	6,4		27,11	17,13	9,98	
ElapsedIn	793		0	1376	735	1106	6,43		25,78	17,13	8,65	
ElapsedOut	1484		0	1377	698	1106	6,58		27,15	17,13	10,01	
LpH	5,02		0	1377	698	1113	6,46		27,15	17,02	10,12	
Temp	0		0	1378	751	1113	6,51		25,23	17,02	8,21	
Pulses	226		0	1378	751	1119	6,58		25,23	16,93	8,30	
ElapsedIn	669		0	1379	739	1119	6,38		25,64	16,93	8,71	
ElapsedOut	1484		0	1380	799	1119	6		23,71	16,93	6,78	
LpH	6,09		0	1380	799	1175	5,68		23,71	16,13	7,59	
Temp	0		0	1381	816	1175	5,38		23,22	16,13	7,09	
Pulses	226		0	1381	816	1217	5,18		23,22	15,57	7,65	
ElapsedIn	669		0	1382	825	1217	5,09		22,97	15,57	7,40	
ElapsedOut	1470		0	1383	885	1217	4,7		21,41	15,57	5,84	
LpH	7,13		0	1383	885	1236	4,32		21,41	15,33	6,08	
Temp	0		0	1384	807	1236	4,35		23,48	15,33	8,15	
Pulses	227		0	1384	807	1225	4,35		23,48	15,47	8,01	
ElapsedIn	1034		0	1385	831	1225	4,24		22,80	15,47	7,33	
ElapsedOut	1470		0	1386	817	1225	4,36		23,19	15,47	7,72	
LpH	7,62		0	1386	817	1245	4,42		23,19	15,22	7,97	
Temp	0		0	1387	854	1245	4,42		22,19	15,22	6,97	
Pulses	227		0	1387	854	1226	4,33		22,19	15,45	6,73	
ElapsedIn	1034		0	1388	893	1226	4,17		21,22	15,45	5,76	
ElapsedOut	1470		0	1389	830	1226	4,33		22,83	15,45	7,37	
LpH	7,62		0	1389	830	1246	4,48		22,83	15,21	7,62	
Temp	0		0	1390	840	1246	4,4		22,56	15,21	7,35	
Pulses	227		0	1390	840	1223	4,31		22,56	15,49	7,06	
ElapsedIn	1034		0	1391	1030	1223	3,87		18,40	15,49	2,90	
ElapsedOut	1491		0	1391	1030	1236	3,4		18,40	15,33	3,07	
LpH	8,15		0	1392	826	1236	3,36		22,94	15,33	7,61	
Temp	0		0	1393	837	1236	3,4		22,64	15,33	7,31	
Pulses	228		0	1393	837	1233	3,45		22,64	15,37	7,27	
ElapsedIn	1234		0	1394	819	1233	3,65		23,13	15,37	7,77	
ElapsedOut	1491		0	1394	819	1232	3,69		23,13	15,38	7,76	
LpH	7,91		0	1395	830	1232	3,67		22,83	15,38	7,45	
Temp	0		0	1396	836	1232	3,66		22,66	15,38	7,29	
Pulses	229		0	1396	836	1239	3,7		22,66	15,29	7,37	
ElapsedIn	904		0	1397	907	1239	3,97		20,89	15,29	5,60	
ElapsedOut	1491		0	1397	907	1227	4,21		20,89	15,44	5,45	
LpH	8,22		0	1398	853	1227	4,12		22,21	15,44	6,77	
Temp	0		0	1399	843	1227	4,09		22,48	15,44	7,03	
Pulses	229		0	1399	843	1247	4,1		22,48	15,19	7,28	
ElapsedIn	904		0	1400	912	1247	3,88		20,78	15,19	5,58	
ElapsedOut	1468		0	1400	912	1227	3,64		20,78	15,44	5,33	
LpH	8,04		0	1401	834	1227	3,62		22,72	15,44	7,28	
Temp	0		0	1401	834	1248	3,65		22,72	15,18	7,54	
Pulses	230		0	1402	837	1248	3,66		22,64	15,18	7,46	
ElapsedIn	1017		0	1403	914	1248	3,66		20,73	15,18	5,55	
ElapsedOut	1468		0	1403	914	1227	3,64		20,73	15,44	5,29	
LpH	7		0	1404	841	1227	3,67		22,53	15,44	7,09	
Temp	0		0	1404	841	1238	3,69		22,53	15,30	7,22	
Pulses	230		0	1405	841	1238	3,68		22,53	15,30	7,22	
ElapsedIn	1017		0	1406	906	1238	3,69		20,91	15,30	5,61	
ElapsedOut	1473		0	1406	906	1237	3,71		20,91	15,32	5,60	
LpH	5,96		0	1407	846	1237	3,7		22,40	15,32	7,08	
Temp	0		0	1407	846	1231	3,64		22,40	15,39	7,00	
Pulses	231		0	1408	834	1231	3,62		22,72	15,39	7,33	
ElapsedIn	1020		0	1409	833	1231	3,8		22,75	15,39	7,35	
ElapsedOut	1473		0	1409	833	1243	4,02		22,75	15,24	7,50	
LpH	5,42		0	1410	912	1243	3,87		20,78	15,24	5,53	
Temp	0		0	1410	912	1228	3,68		20,78	15,43	5,35	
Pulses	232		0	1411	832	1228	3,69		22,77	15,43	7,34	
ElapsedIn	863		0	1411	832	1243	3,89		22,77	15,24	7,53	
ElapsedOut	1473		0	1412	835	1243	4,07		22,69	15,24	7,45	
LpH	4,77		0	1413	918	1243	3,91		20,64	15,24	5,40	
Temp	0		0	1413	918	1231	3,73		20,64	15,39	5,25	
Pulses	232		0	1414	922	1231	3,51		20,55	15,39	5,16	
ElapsedIn	863		0	1414	922	1309	3,4		20,55	14,47	6,08	
ElapsedOut	1474		0	1415	983	1309	3,15		19,28	14,47	4,80	
LpH	4,13		0	1416	985	1309	3,08		19,24	14,47	4,76	
Temp	0		0	1416	985	1326	3,06		19,24	14,29	4,95	
Pulses	233		0	1417	862	1326	3,12		21,98	14,29	7,69	
ElapsedIn	1006		0	1417	862	1312	3,14		21,98	14,44	7,54	
ElapsedOut	1474		0	1418	993	1312	2,87		19,08	14,44	4,64	
LpH	4,19		0	1418	993	1338	2,84		19,08	14,16	4,92	
Temp	0		0	1419	994	1338	2,83		19,06	14,16	4,90	
Pulses	234		0	1420	870	1338	3,1		21,78	14,16	7,62	
ElapsedIn	847		0	1420	870	1321	3,24		21,78	14,34	7,44	
ElapsedOut	1474		0	1421	960	1321	3,3		19,74	14,34	5,39	
LpH	4,58		0	1421	960	1325	3,37		19,74	14,30	5,44	
Temp	0		0	1422	882	1325	3,6		21,48	14,30	7,18	
Pulses	234		0	1423	869	1325	3,58		21,80	14,30	7,50	
ElapsedIn	847		0	1423	869	1327	3,58		21,80	14,28	7,53	
ElapsedOut	1480		0	1424	872	1327	3,86		21,73	14,28	7,45	
LpH	5,27		0	1424	872	1322	4,11		21,73	14,33	7,40	
Temp	0		0	1425	948	1322	4,18		19,99	14,33	5,65	
Pulses	235		0	1426	997	1322	3,88		19,00	14,33	4,67	
ElapsedIn	864		0	1426	997	1336	3,62		19,00	14,18	4,82	
ElapsedOut	1480		0	1427	883	1336	3,81		21,46	14,18	7,28	
LpH	5,35		0	1427	883	1319	3,98		21,46	14,37	7,09	
Temp	0		0	1428	1023	1319	3,67		18,52	14,37	4,16	
Pulses	235		0	1428	1023	1472	3,52		18,52	12,87	5,65	
ElapsedIn	864		0	1429	1035	1472	3,33		18,31	12,87	5,43	
ElapsedOut	1466		0	1430	177	1472	12,03		107,05	12,87	94,18	
LpH	5,45		0	1431	855	1472	12,25		22,16	12,87	9,29	
Temp	0		0	1431	855	1519	12,69		22,16	12,47	9,69	
Pulses	236		0	1432	852	1519	13,23		22,24	12,47	9,77	
ElapsedIn	1018		0	1432	852	1519	13,23		22,24	12,47	9,77	
ElapsedOut	1466		0	1433	1033	1519	13,37		18,34	12,47	5,87	
LpH	5,44		0	1433	1033	1537	13,28		18,34	12,33	6,01	
Temp	0		0	1434	1042	1537	13,19		18,18	12,33	5,86	
Pulses	236		0	1434	1042	1527	13,39		18,18	12,41	5,78	
ElapsedIn	1018		0	1435	1051	1527	13,4		18,03	12,41	5,62	
ElapsedOut	1466		0	1435	1051	1527	13,4		18,03	12,41	5,62	
LpH	5,44		0	1435	1051	1560	13,45		18,03	12,15	5,88	
Temp	0		0	1436	1060	1560	4,62		17,88	12,15	5,73	
Pulses	237		0	1437	893	1560	4,61		21,22	12,15	9,07	
ElapsedIn	1096		0	1437	893	1538	4,54		21,22	12,32	8,90	
ElapsedOut	1466		0	1438	1057	1538	4,13		17,93	12,32	5,61	
LpH	5,3		0	1438	1057	1538	4,13		17,93	12,32	5,61	
Temp	0		0	1439	1063	1538	4,09		17,82	12,32	5,50	
Pulses	237		0	1439	1063	1551	4,05		17,82	12,22	5,61	
ElapsedIn	1096		0	1440	1064	1551	4,03		17,81	12,22	5,59	
ElapsedOut	1494		0	1440	1064	1527	3,99		17,81	12,41	5,40	
LpH	5,2		0	1441	1075	1527	3,95		17,63	12,41	5,22	
Temp	0		0	1441	1075	1545	3,9		17,63	12,26	5,36	
Pulses	238		0	1442	1102	1545	3,81		17,19	12,26	4,93	
ElapsedIn	1031		0	1442	1102	1545	3,81		17,19	12,26	4,93	
ElapsedOut	1494		0	1443	1116	1545	3,38		16,98	12,26	4,71	
LpH	4,86		0	1444	190	1545	11,23		99,72	12,26	87,46	
Temp	0		0	1444	190	1562	19,44		99,72	12,13	87,59	
Pulses	238		0	1445	931	1562	19,71		20,35	12,13	8,22	
ElapsedIn	1031		0	1446	184	1562	28,24		102,98	12,13	90,85	
ElapsedOut	1452		0	1446	184	1546	36,75		102,98	12,26	90,72	
LpH	4,48		0	1447	1134	1546	36,66		16,71	12,26	4,45	
Temp	0		0	1448	208	1546	44,02		91,09	12,26	78,84	
Pulses	239		0	1449	610	1546	45,37		31,06	12,26	18,81	
ElapsedIn	986		0	1449	610	1571	46,78		31,06	12,06	19,00	
ElapsedOut	1452		0	1450	545	1571	48,58		34,77	12,06	22,71	
LpH	4,49		0	1451	580	1571	41,9		32,67	12,06	20,61	
Temp	0		0	1452	567	1571	35,28		33,42	12,06	21,36	
Pulses	239		0	1452	567	1586	36,6		33,42	11,95	21,47	
ElapsedIn	986		0	1453	930	1586	28,37		20,37	11,95	8,43	
ElapsedOut	1397		0	1454	207	1586	27,26		91,53	11,95	79,59	
LpH	4,09		0	1455	351	1586	31,02		53,98	11,95	42,03	
Temp	0		0	1455	351	1574	27,34		53,98	12,04	41,94	
Pulses	240		0	1456	373	1574	29,34		50,80	12,04	38,76	
ElapsedIn	873		0	1457	196	1574	35,9		96,67	12,04	84,63	
ElapsedOut	1397		0	1458	919	1574	34,49		20,62	12,04	8,58	
LpH	3,94		0	1459	203	1574	40,56		93,34	12,04	81,30	
Temp	0		0	1459	203	1576	46,55		93,34	12,02	81,31	
Pulses	241		0	1460	344	1576	48,71		55,08	12,02	43,06	
ElapsedIn	861		0	1461	370	1576	51,79		51,21	12,02	39,19	
ElapsedOut	1397		0	1462	187	1576	52,76		101,32	12,02	89,30	
LpH	3,85		0	1462	187	1556	57,46		101,32	12,18	89,15	
Temp	0		0	1463	907	1556	54,14		20,89	12,18	8,71	
Pulses	241		0	1464	201	1556	58,47		94,27	12,18	82,09	
ElapsedIn	861		0	1465	343	1556	54,31		55,24	12,18	43,06	
ElapsedOut	1372		0	1466	366	1556	57,41		51,77	12,18	39,59	
LpH	3,76		0	1467	192	1556	57,93		98,69	12,18	86,51	
Temp	0		0	1467	192	1560	58,45		98,69	12,15	86,54	
Pulses	242		0	1468	325	1560	58,75		58,30	12,15	46,15	
ElapsedIn	867		0	1469	572	1560	56,93		33,13	12,15	20,98	
ElapsedOut	1372		0	1470	203	1560	56,12		93,34	12,15	81,19	
LpH	3,98		0	1471	360	1560	51,25		52,63	12,15	40,49	
Temp	0		0	1472	346	1560	54,64		54,76	12,15	42,62	
Pulses	243		0	1472	346	1567	50,7		54,76	12,09	42,67	
ElapsedIn	860		0	1473	194	1567	54,95		97,67	12,09	85,58	
ElapsedOut	1372		0	1474	334	1567	55,46		56,73	12,09	44,64	
LpH	4,34		0	1475	569	1567	48,93		33,30	12,09	21,21	
Temp	0		0	1476	204	1567	48,36		92,88	12,09	80,79	
Pulses	243		0	1476	204	1571	51,83		92,88	12,06	80,82	
ElapsedIn	860		0	1477	360	1571	53,79		52,63	12,06	40,57	
ElapsedOut	1377		0	1478	353	1571	49,83		53,68	12,06	41,61	
LpH	4,69		0	1479	190	1571	54,55		99,72	12,06	87,66	
Temp	0		0	1480	860	1571	51,29		22,03	12,06	9,97	
Pulses	244		0	1480	860	1550	48		22,03	12,22	9,81	
ElapsedIn	767		0	1481	521	1550	41,85		36,37	12,22	24,14	
ElapsedOut	1377		0	1482	491	1550	40,02		38,59	12,22	26,37	
LpH	5,2		0	1482	491	1506	40,49		38,59	12,58	26,01	
Temp	0		0	1483	843	1506	33,4		22,48	12,58	9,89	
Pulses	244		0	1484	187	1506	34,18		101,32	12,58	88,74	
ElapsedIn	767		0	1485	358	1506	34,15		52,93	12,58	40,34	
ElapsedOut	1379		0	1486	541	1506	32,22		35,02	12,58	22,44	
LpH	5,75		0	1486	541	1567	25,74		35,02	12,09	22,93	
Temp	0		0	1487	892	1567	25,66		21,24	12,09	9,15	
Pulses	245		0	1487	892	1566	25,6		21,24	12,10	9,14	
ElapsedIn	897		0	1488	906	1566	24,07		20,91	12,10	8,81	
ElapsedOut	1379		0	1488	906	1566	24,07		20,91	12,10	8,81	
LpH	5,86		0	1489	1086	1566	21,97		17,45	12,10	5,35	
Temp	0		0	1489	1086	1556	19,9		17,45	12,18	5,27	
Pulses	246		0	1490	908	1556	19,79		20,87	12,18	8,69	
ElapsedIn	945		0	1490	908	1556	19,79		20,87	12,18	8,69	
ElapsedOut	1379		0	1491	1077	1556	11,46		17,59	12,18	5,42	
LpH	5,92		0	1491	1077	1577	8		17,59	12,01	5,58	
Temp	0		0	1491	1077	1577	8		17,59	12,01	5,58	
Pulses	246		0	1492	1092	1577	6,3		17,35	12,01	5,34	
ElapsedIn	945		0	1492	1092	1552	4,52		17,35	12,21	5,14	
ElapsedOut	1363		0	1493	1100	1552	4,1		17,23	12,21	5,02	
LpH	5,71		0	1493	1100	1581	3,71		17,23	11,98	5,24	
Temp	0		0	1494	1136	1581	3,3		16,68	11,98	4,69	
Pulses	247		0	1494	1136	1581	3,3		16,68	11,98	4,69	
ElapsedIn	824		0	1495	1117	1581	3,27		16,96	11,98	4,98	
ElapsedOut	1363		0	1495	1117	1567	3,23		16,96	12,09	4,87	
LpH	5,77		0	1496	1078	1567	2,91		17,58	12,09	5,48	
Temp	0		0	1497	179	1567	11,75		105,85	12,09	93,76	
Pulses	247		0	1497	179	1503	20,5		105,85	12,61	93,25	
ElapsedIn	824		0	1498	888	1503	20,83		21,34	12,61	8,73	
ElapsedOut	1314		0	1499	736	1503	21,62		25,74	12,61	13,14	
LpH	5,8		0	1499	736	1186	22,03		25,74	15,98	9,77	
Temp	0		0	1500	793	1186	22,22		23,89	15,98	7,92	
Pulses	248		0	1500	793	1131	22,38		23,89	16,75	7,14	
ElapsedIn	1037		0	1501	743	1131	22,66		25,50	16,75	8,75	
ElapsedOut	1314		0	1502	838	1131	22,67		22,61	16,75	5,86	
LpH	5,37		0	1502	838	1172	22,69		22,61	16,17	6,44	
Temp	0		0	1502	838	1172	22,69		22,61	16,17	6,44	
Pulses	249		0	1503	1255	1172	13,14		15,10	16,17	-1,07	
ElapsedIn	905		0	1503	1255	1553	4,11		15,10	12,20	2,90	
ElapsedOut	1314		0	1504	860	1553	4,23		22,03	12,20	9,83	
LpH	5,18		0	1504	860	1553	4,23		22,03	12,20	9,83	
Temp	0		0	1505	1028	1553	3,54		18,43	12,20	6,23	
Pulses	249		0	1505	1028	1558	3,26		18,43	12,16	6,27	
ElapsedIn	905		0	1505	1028	1558	3,26		18,43	12,16	6,27	
ElapsedOut	1316		0	1506	1025	1558	3,18		18,49	12,16	6,32	
LpH	5		0	1506	1025	1544	3,17		18,49	12,27	6,21	
Temp	0		0	1507	1034	1544	2,98		18,32	12,27	6,05	
Pulses	250		0	1508	535	1544	4,79		35,42	12,27	23,14	
ElapsedIn	783		0	1509	495	1544	6,82		38,28	12,27	26,01	
ElapsedOut	1316		0	1509	495	1546	9,61		38,28	12,26	26,02	
LpH	4,87		0	1510	539	1546	11,61		35,15	12,26	22,90	
Temp	0		0	1511	489	1546	13,27		38,75	12,26	26,49	
Pulses	250		0	1511	489	1524	15,27		38,75	12,43	26,31	
ElapsedIn	783		0	1512	533	1524	16,95		35,55	12,43	23,12	
ElapsedOut	1312		0	1513	494	1524	18,91		38,36	12,43	25,92	
LpH	4,74		0	1513	494	1524	18,91		38,36	12,43	25,92	
Temp	0		0	1514	1023	1524	18,89		18,52	12,43	6,09	
Pulses	251		0	1514	1023	1562	18,93		18,52	12,13	6,39	
ElapsedIn	909		0	1515	841	1562	17,66		22,53	12,13	10,40	
ElapsedOut	1312		0	1516	184	1562	24,14		102,98	12,13	90,85	
LpH	4,63		0	1517	341	1562	25,89		55,56	12,13	43,43	
Temp	0		0	1517	341	1537	27,92		55,56	12,33	43,24	
Pulses	251		0	1518	501	1537	27,82		37,82	12,33	25,49	
ElapsedIn	909		0	1518	501	1537	27,82		37,82	12,33	25,49	
ElapsedOut	1312		0	1519	1025	1537	25,81		18,49	12,33	6,16	
LpH	4,63		0	1519	1025	1555	24,13		18,49	12,18	6,30	
Temp	0		0	1520	1025	1555	22,17		18,49	12,18	6,30	
Pulses	251		0	1520	1025	1549	22,19		18,49	12,23	6,25	
ElapsedIn	909		0	1521	858	1549	22,54		22,08	12,23	9,85	
ElapsedOut	1322		0	1522	171	1549	31,35		110,80	12,23	98,57	
LpH	4,64		0	1523	850	1549	23,27		22,29	12,23	10,06	
Temp	0		0	1524	178	1549	28,35		106,45	12,23	94,21	
Pulses	252		0	1524	178	1550	33,45		106,45	12,22	94,22	
ElapsedIn	1220		0	1525	858	1550	31,89		22,08	12,22	9,86	
ElapsedOut	1322		0	1526	176	1550	40,81		107,66	12,22	95,43	
LpH	4,13		0	1526	176	1548	49,73		107,66	12,24	95,42	
Temp	0		0	1527	1029	1548	49,71		18,41	12,24	6,17	
Pulses	252		0	1528	841	1548	50,12		22,53	12,24	10,29	
ElapsedIn	1220		0	1528	841	1554	50,16		22,53	12,19	10,34	
ElapsedOut	1322		0	1529	1021	1554	40,94		18,56	12,19	6,37	
LpH	4,13		0	1529	1021	1558	40,58		18,56	12,16	6,40	
Temp	0		0	1530	1021	1558	31,8		18,56	12,16	6,40	
Pulses	252		0	1531	858	1558	23,37		22,08	12,16	9,92	
ElapsedIn	1220		0	1531	858	1532	23,35		22,08	12,37	9,72	
ElapsedOut	1326		0	1532	1005	1532	14,46		18,85	12,37	6,49	
LpH	3,34		0	1532	1005	1532	14,46		18,85	12,37	6,49	
Temp	0		0	1533	1015	1532	5,54		18,67	12,37	6,30	
Pulses	253		0	1533	1015	1550	5,57		18,67	12,22	6,44	
ElapsedIn	1518		0	1534	1020	1550	5,18		18,58	12,22	6,35	
ElapsedOut	1326		0	1534	1020	1530	4,76		18,58	12,38	6,19	
LpH	2,31		0	1535	1010	1530	4,76		18,76	12,38	6,38	
Temp	0		0	1535	1010	1530	4,76		18,76	12,38	6,38	
Pulses	253		0	1536	1022	1530	4,73		18,54	12,38	6,16	
ElapsedIn	1518		0	1536	1022	1534	4,7		18,54	12,35	6,19	
ElapsedOut	1326		0	1537	1053	1534	4,27		17,99	12,35	5,64	
LpH	2,31		0	1537	1053	1520	3,85		17,99	12,47	5,53	
Temp	0		0	1538	1214	1520	3,51		15,61	12,47	3,14	
Pulses	253		0	1539	555	1520	5,05		34,14	12,47	21,67	
ElapsedIn	1518		0	1539	555	1532	6,58		34,14	12,37	21,77	
ElapsedOut	1330		0	1540	481	1532	8,64		39,39	12,37	27,02	
LpH	1,75		0	1540	481	1532	8,64		39,39	12,37	27,02	
Temp	0		0	1541	1032	1532	8,62		18,36	12,37	5,99	
Pulses	254		0	1541	1032	1552	8,61		18,36	12,21	6,15	
ElapsedIn	1042		0	1542	1025	1552	8,62		18,49	12,21	6,28	
ElapsedOut	1330		0	1542	1025	1566	8,65		18,49	12,10	6,39	
LpH	1,49		0	1543	1029	1566	8,72		18,41	12,10	6,31	
Temp	0		0	1543	1029	1566	8,72		18,41	12,10	6,31	
Pulses	255		0	1544	1036	1566	8,79		18,29	12,10	6,19	
ElapsedIn	825		0	1545	177	1566	17,98		107,05	12,10	94,95	
ElapsedOut	1330		0	1545	177	1557	25,3		107,05	12,17	94,88	
LpH	1,71		0	1546	854	1557	24,13		22,19	12,17	10,02	
Temp	0		0	1546	854	1544	22,42		22,19	12,27	9,92	
Pulses	255		0	1547	1013	1544	22,47		18,70	12,27	6,43	
ElapsedIn	825		0	1547	1013	1544	22,47		18,70	12,27	6,43	
ElapsedOut	1308		0	1548	1016	1544	22,49		18,65	12,27	6,38	
LpH	1,58		0	1548	1016	1533	22,49		18,65	12,36	6,29	
Temp	0		0	1549	1022	1533	22,46		18,54	12,36	6,18	
Pulses	256		0	1550	888	1533	22,72		21,34	12,36	8,98	
ElapsedIn	814		0	1550	888	1556	23,02		21,34	12,18	9,16	
ElapsedOut	1308		0	1550	888	1556	23,02		21,34	12,18	9,16	
LpH	1,48		0	1551	1160	1556	13,94		16,33	12,18	4,16	
Temp	0		0	1551	1160	1529	4,84		16,33	12,39	3,94	
Pulses	257		0	1552	1028	1529	4,44		18,43	12,39	6,04	
ElapsedIn	764		0	1552	1028	1529	4,44		18,43	12,39	6,04	
ElapsedOut	1308		0	1553	1033	1559	4,07		18,34	12,15	6,19	
LpH	1,87		0	1553	1033	1559	4,07		18,34	12,15	6,19	
Temp	0		0	1554	1032	1559	4,05		18,36	12,15	6,21	
Pulses	257		0	1554	1032	1536	4,01		18,36	12,34	6,02	
ElapsedIn	764		0	1555	1030	1536	3,99		18,40	12,34	6,06	
ElapsedOut	1308		0	1555	1030	1536	3,99		18,40	12,34	6,06	
LpH	2,25		0	1555	1030	1558	4		18,40	12,16	6,23	
Temp	0		0	1556	1039	1558	3,71		18,24	12,16	6,07	
Pulses	258		0	1556	1039	1558	3,71		18,24	12,16	6,07	
ElapsedIn	1153		0	1557	1049	1558	3,39		18,06	12,16	5,90	
ElapsedOut	1308		0	1557	1049	1537	3,54		18,06	12,33	5,73	
LpH	2,32		0	1558	1200	1537	3,5		15,79	12,33	3,46	
Temp	0		0	1558	1200	1550	3,25		15,79	12,22	3,57	
Pulses	258		0	1559	1029	1550	3,25		18,41	12,22	6,19	
ElapsedIn	1153		0	1560	857	1550	3,62		22,11	12,22	9,88	
ElapsedOut	1297		0	1560	857	1541	4		22,11	12,30	9,81	
LpH	2,37		0	1561	1023	1541	4,01		18,52	12,30	6,23	
Temp	0		0	1561	1023	1541	4,01		18,52	12,30	6,23	
Pulses	259		0	1561	1023	1549	4,02		18,52	12,23	6,29	
ElapsedIn	859		0	1562	1023	1549	4,04		18,52	12,23	6,29	
ElapsedOut	1297		0	1562	1023	1549	4,04		18,52	12,23	6,29	
LpH	3,29		0	1563	1200	1549	3,8		15,79	12,23	3,56	
Temp	0		0	1563	1200	1540	3,58		15,79	12,30	3,49	
Pulses	260		0	1564	1035	1540	3,83		18,31	12,30	6,00	
ElapsedIn	758		0	1564	1035	1546	4,08		18,31	12,26	6,05	
ElapsedOut	1297		0	1565	1026	1546	4,08		18,47	12,26	6,21	
LpH	4,5		0	1565	1026	1546	4,08		18,47	12,26	6,21	
Temp	0		0	1566	1020	1546	3,72		18,58	12,26	6,32	
Pulses	260		0	1566	1020	1547	3,38		18,58	12,25	6,33	
ElapsedIn	758		0	1567	1035	1547	3,36		18,31	12,25	6,06	
ElapsedOut	1319		0	1567	1035	1549	3,34		18,31	12,23	6,07	
LpH	5,17		0	1568	1019	1549	3,35		18,59	12,23	6,36	
Temp	0		0	1568	1019	1549	3,35		18,59	12,23	6,36	
